-87,14.61256
-86,14.56512
-85,14.51768
-84,14.4071935
-83,14.296707
-82,14.136463
-81,13.976219
-80,13.7804795
-79,13.58474
-78,13.36609
-77,13.14744
-76,12.916115
-75,12.68479
-74,12.44835
-73,12.21191
-72,11.97571
-71,11.73951
-70,11.50703
-69,11.27455
-68,11.04802
-67,10.82149
-66,10.602175
-65,10.38286
-64,10.171385
-63,9.95991
-62,9.75646
-61,9.55301
-60,9.35746
-59,9.16191
-58,8.973935
-57,8.78596
-56,8.60506
-55,8.42416
-54,8.24973
-53,8.0753
-52,7.906645
-51,7.73799
-50,7.57435
-49,7.41071
-48,7.251285
-47,7.09186
-46,6.93584
-45,6.77982
-44,6.612625
-43,6.44543
-42,6.280335
-41,6.11524
-40,5.95178
-39,5.78832
-38,5.62615
-37,5.46398
-36,5.302835
-35,5.14169
-34,4.981425
-33,4.82116
-32,4.66174
-31,4.50232
-30,4.34382
-29,4.18532
-28,4.0279
-27,3.87048
-26,3.71437
-25,3.55826
-24,3.40372
-23,3.24918
-22,3.09649
-21,2.9438
-20,2.79321
-19,2.64262
-18,2.494335
-17,2.34605
-16,2.200202
-15,2.054354
-14,1.910997
-13,1.76764
-12,1.6267185
-11,1.485797
-10,1.347167
-9,1.208537
-8,1.0719418
-7,0.9353466
-6,0.80044325
-5,0.6655399
-4,0.53190645
-3,0.398273
-2,0.2654265
-1,0.13258
0,0.0
1,-0.13258
2,-0.2654265
3,-0.398273
4,-0.53190645
5,-0.6655399
6,-0.80044325
7,-0.9353466
8,-1.0719418
9,-1.208537
10,-1.347167
11,-1.485797
12,-1.6267185
13,-1.76764
14,-1.910997
15,-2.054354
16,-2.200202
17,-2.34605
18,-2.494335
19,-2.64262
20,-2.79321
21,-2.9438
22,-3.09649
23,-3.24918
24,-3.40372
25,-3.55826
26,-3.71437
27,-3.87048
28,-4.0279
29,-4.18532
30,-4.34382
31,-4.50232
32,-4.66174
33,-4.82116
34,-4.981425
35,-5.14169
36,-5.302835
37,-5.46398
38,-5.62615
39,-5.78832
40,-5.95178
41,-6.11524
42,-6.280335
43,-6.44543
44,-6.612625
45,-6.77982
46,-6.93584
47,-7.09186
48,-7.251285
49,-7.41071
50,-7.57435
51,-7.73799
52,-7.906645
53,-8.0753
54,-8.24973
55,-8.42416
56,-8.60506
57,-8.78596
58,-8.973935
59,-9.16191
60,-9.35746
61,-9.55301
62,-9.75646
63,-9.95991
64,-10.171385
65,-10.38286
66,-10.602175
67,-10.82149
68,-11.04802
69,-11.27455
70,-11.50703
71,-11.73951
72,-11.97571
73,-12.21191
74,-12.44835
75,-12.68479
76,-12.916115
77,-13.14744
78,-13.36609
79,-13.58474
80,-13.7804795
81,-13.976219
82,-14.136463
83,-14.296707
84,-14.4071935
85,-14.51768
86,-14.56512
87,-14.61256
