-180,0.279350000000001
-179,0.84125
-178,1.3925
-177,1.94165
-176,2.47005
-175,2.992885
-174,3.48257
-173,3.96444
-172,4.39911
-171,4.824625
-170,5.18989
-169,5.54526
-168,5.83113
-167,6.106765
-166,6.3102
-165,6.503335
-164,6.62927
-163,6.745025
-162,6.80493
-161,6.85492
-160,6.86361
-159,6.862755
-158,6.8354
-157,6.798955
-156,6.74916
-155,6.690815
-154,6.62952
-153,6.56027
-152,6.49577
-151,6.423955
-150,6.36219
-149,6.29377
-148,6.239
-147,6.17822
-146,6.133235
-145,6.082875
-144,6.04957
-143,6.01144
-142,5.99088
-141,5.96598
-140,5.95872
-139,5.947505
-138,5.953675
-137,5.95616
-136,5.975575
-135,5.991465
-134,6.023705
-133,6.052465
-132,6.09695
-131,6.137915
-130,6.193985
-129,6.24643
-128,6.313415
-127,6.37661
-126,6.4539
-125,6.527225
-124,6.61432
-123,6.697265
-122,6.79382
-121,6.886078
-120,6.985816
-119,7.088628
-118,7.19144
-117,7.3034015
-116,7.415363
-115,7.5366425
-114,7.657922
-113,7.7889162
-112,7.9199104
-111,8.06119525
-110,8.2024801
-109,8.35480355
-108,8.507127
-107,8.671333
-106,8.835539
-105,9.012504
-104,9.189469
-103,9.3800395
-102,9.57061
-101,9.77551
-100,9.98041
-99,10.2001535
-98,10.419897
-97,10.654653
-96,10.889409
-95,11.1388745
-94,11.38834
-93,11.65144
-92,11.91454
-91,12.189265
-90,12.46399
-89,12.74685
-88,13.02971
-87,13.31546
-86,13.60121
-85,13.882165
-84,14.16312
-83,14.42886
-82,14.6946
-81,14.9319
-80,15.1692
-79,15.363145
-78,15.55709
-77,15.692975
-76,15.82886
-75,15.895145
-74,15.96143
-73,15.95291
-72,15.94439
-71,15.86353
-70,15.78267
-69,15.638485
-68,15.4943
-67,15.2996
-66,15.1049
-65,14.873515
-64,14.64213
-63,14.386255
-62,14.13038
-61,13.859945
-60,13.58951
-59,13.298045
-58,13.00658
-57,12.713305
-56,12.42003
-55,12.12858
-54,11.83713
-53,11.54996
-52,11.26279
-51,10.98146
-50,10.70013
-49,10.42562
-48,10.15111
-47,9.883995
-46,9.61688
-45,9.35746
-44,9.09804
-43,8.8464
-42,8.59476
-41,8.350825
-40,8.10689
-39,7.870445
-38,7.634
-37,7.404705
-36,7.17541
-35,6.9528
-34,6.73019
-33,6.51369
-32,6.29719
-31,6.086145
-30,5.8751
-29,5.668795
-28,5.46249
-27,5.26017
-26,5.05785
-25,4.8587445
-24,4.659639
-23,4.463013
-22,4.266387
-21,4.0715435
-20,3.8767
-19,3.683015
-18,3.48933
-17,3.2962745
-16,3.103219
-15,2.910364
-14,2.717509
-13,2.524543
-12,2.331577
-11,2.13828855
-10,1.9450001
-9,1.75127025
-8,1.5575404
-7,1.3633512
-6,1.169162
-5,0.9745575
-4,0.779953
-3,0.5850465
-2,0.39014
-1,0.19507
0,0
1,-0.19507
2,-0.39014
3,-0.5850465
4,-0.779953
5,-0.9745575
6,-1.169162
7,-1.3633512
8,-1.5575404
9,-1.75127025
10,-1.9450001
11,-2.13828855
12,-2.331577
13,-2.524543
14,-2.717509
15,-2.910364
16,-3.103219
17,-3.2962745
18,-3.48933
19,-3.683015
20,-3.8767
21,-4.0715435
22,-4.266387
23,-4.463013
24,-4.659639
25,-4.8587445
26,-5.05785
27,-5.26017
28,-5.46249
29,-5.668795
30,-5.8751
31,-6.086145
32,-6.29719
33,-6.51369
34,-6.73019
35,-6.9528
36,-7.17541
37,-7.404705
38,-7.634
39,-7.870445
40,-8.10689
41,-8.350825
42,-8.59476
43,-8.8464
44,-9.09804
45,-9.35746
46,-9.61688
47,-9.883995
48,-10.15111
49,-10.42562
50,-10.70013
51,-10.98146
52,-11.26279
53,-11.54996
54,-11.83713
55,-12.12858
56,-12.42003
57,-12.713305
58,-13.00658
59,-13.298045
60,-13.58951
61,-13.859945
62,-14.13038
63,-14.386255
64,-14.64213
65,-14.873515
66,-15.1049
67,-15.2996
68,-15.4943
69,-15.638485
70,-15.78267
71,-15.86353
72,-15.94439
73,-15.95291
74,-15.96143
75,-15.895145
76,-15.82886
77,-15.692975
78,-15.55709
79,-15.363145
80,-15.1692
81,-14.9319
82,-14.6946
83,-14.42886
84,-14.16312
85,-13.882165
86,-13.60121
87,-13.31546
88,-13.02971
89,-12.74685
90,-12.46399
91,-12.189265
92,-11.91454
93,-11.65144
94,-11.38834
95,-11.1388745
96,-10.889409
97,-10.654653
98,-10.419897
99,-10.2001535
100,-9.98041
101,-9.77551
102,-9.57061
103,-9.3800395
104,-9.189469
105,-9.012504
106,-8.835539
107,-8.671333
108,-8.507127
109,-8.35480355
110,-8.2024801
111,-8.06119525
112,-7.9199104
113,-7.7889162
114,-7.657922
115,-7.5366425
116,-7.415363
117,-7.3034015
118,-7.19144
119,-7.088628
120,-6.985816
121,-6.886078
122,-6.79382
123,-6.697265
124,-6.61432
125,-6.527225
126,-6.4539
127,-6.37661
128,-6.313415
129,-6.24643
130,-6.193985
131,-6.137915
132,-6.09695
133,-6.052465
134,-6.023705
135,-5.991465
136,-5.975575
137,-5.95616
138,-5.953675
139,-5.947505
140,-5.95872
141,-5.96598
142,-5.99088
143,-6.01144
144,-6.04957
145,-6.082875
146,-6.133235
147,-6.17822
148,-6.239
149,-6.29377
150,-6.36219
151,-6.423955
152,-6.49577
153,-6.56027
154,-6.62952
155,-6.690815
156,-6.74916
157,-6.798955
158,-6.8354
159,-6.862755
160,-6.86361
161,-6.85492
162,-6.80493
163,-6.745025
164,-6.62927
165,-6.503335
166,-6.3102
167,-6.106765
168,-5.83113
169,-5.54526
170,-5.18989
171,-4.824625
172,-4.39911
173,-3.96444
174,-3.48257
175,-2.992885
176,-2.47005
177,-1.94165
178,-1.3925
179,-0.84125
180,-0.279350000000001
